qnum,muni,codeibge,codesetor,group,incumbent_wins,acc_status,age,politics_interest,turnout_2012,vote_2012,same_race_mayor,turnout_2014,vote_2014,partisan,pid,muni_biggest_prob,politician_helped,mayor_pid,govt_eval_baseline,acc_eval_baseline,uncertain_acc_baseline,edu_eval_baseline,uncertain_edu_baseline,tce_knowledge,ana_knowledge,child_school,confid_fedgov,confid_justice,confid_tce,confid_muni,acc_responsible,edu_responsible,prob_vote_buying,prob_vote_monitoring,prob_vote_count,acc_rejected_prior,tce_prior_cert,ana_prior,edu_prior_uncert,years_edu,race,religion,income,relative_wellbeing,muni_biggest_prob_noimpute,govt_eval_baseline_noimpute,confid_fedgov_noimpute,confid_justice_noimpute,confid_tce_noimpute,confid_muni_noimpute,ana,accounts,acc_rejected,control,female,edu_rank1,acc_rank1,info_corrupt_welfare1,source_cred1_survey,free_fair,flier,turnout,vote_choice,campaign_issue,pol_effort,vote_vig,rejected_should_rerun,vote_vig_cont,pol_honesty_noimpute,vig_treatment,valid_vote,vote,vote_vig_strict,attrited
2563,Santa Maria da Boa Vista,2612604,261260408000001,(1) Controle,0,APROVADO COM RESSALVA,43,Nada interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,1,5,Péssimo,7,Péssimo,7,1,1,1,4,4,3,2,7,7,1,1,2,0,Muito seguro(a),173,Muito seguro(a),6,Preta,Católica,4,3,Saúde/hospitais/postos de saúde,5,4,4,3,2,0,0,0,1,1,1,0,1,0,3,Gestão Financ.,1,4,Saúde/hospitais/postos de saúde,2,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,1,0,1,0
2564,Santa Maria da Boa Vista,2612604,261260408000001,(3) Educação,0,APROVADO COM RESSALVA,30,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,1,1,5,Péssimo,6,Regular,6,1,0,1,4,3,5,2,6,7,1,3,3,1,Seguro(a),93,Seguro(a),12,Preta,Católica,4,5,Saúde/hospitais/postos de saúde,5,4,3,5,2,1,0,0,0,1,1,0,1,0,6,Educação,1,4,Educação/escolas/creches,1,1,Não deveriam ter o direito de disputar a reeleição,2,Não ficaria surpreso(a) de jeito nenhum,1,1,0,0,0
2565,Santa Maria da Boa Vista,2612604,261260408000001,(1) Controle,0,APROVADO COM RESSALVA,61,Interessado(a),1,1,0,Sim,Dilma Rousseff,1,PT,Saúde/hospitais/postos de saúde,0,1,5,Péssimo,7,Ruim,7,0,0,1,5,4,5,1,7,7,1,1,3,1,Seguro(a),120,Inseguro(a),0,Preta,Evangélica Pentecostal,6,3,Saúde/hospitais/postos de saúde,5,5,4,5,1,0,0,0,1,1,0,0,0,0,4,Educação,1,1,Saúde/hospitais/postos de saúde,1,1,Não deveriam ter o direito de disputar a reeleição,2,Não ficaria surpreso(a) de jeito nenhum,1,1,0,0,0
2566,Santa Maria da Boa Vista,2612604,261260408000001,(3) Educação,0,APROVADO COM RESSALVA,65,Interessado(a),1,1,1,Sim,Dilma Rousseff,1,PDT,Má administração,0,2,3,Regular,7,Regular,7,1,1,0,3,4,4,5,7,7,1,1,4,0,Muito seguro(a),133,Seguro(a),16,Branca,Católica,11,4,Má administração,3,3,4,4,5,1,0,0,0,0,0,1,0,0,5,Educação,1,6,Má administração,4,1,Não deveriam ter o direito de disputar a reeleição,2,Mais ou menos surpreso(a),0,1,1,0,0
2567,Santa Maria da Boa Vista,2612604,261260408000001,(2) Gestão Financeira,0,APROVADO COM RESSALVA,45,Nada interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,1,5,Ruim,7,Ruim,7,1,0,1,5,4,4,5,6,6,1,1,4,1,Seguro(a),133,Seguro(a),9,Preta,Evangélica Pentecostal,6,3,Saúde/hospitais/postos de saúde,5,5,4,4,5,0,1,0,0,0,0,0,0,0,5,Gestão Financ.,1,4,Saúde/hospitais/postos de saúde,1,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,1,0,1,0
2568,Santa Maria da Boa Vista,2612604,261260408000001,(2) Gestão Financeira,0,APROVADO COM RESSALVA,23,Muito interessado(a),1,0,0,Sim,Marina Silva,0,NA,Saúde/hospitais/postos de saúde,0,1,4,Péssimo,7,Péssimo,6,1,1,0,5,4,5,2,6,6,4,3,2,1,Seguro(a),185,Muito seguro(a),12,Preta,Católica,4,2,Saúde/hospitais/postos de saúde,4,5,4,5,2,0,1,0,0,0,0,1,0,0,5,Gestão Financ.,1,3,Saúde/hospitais/postos de saúde,1,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,1,1,0,1,0
2569,Santa Maria do Cambucá,2612703,261270305000001,(2) Gestão Financeira,0,APROVADO COM RESSALVA,25,Pouco interessado(a),1,1,1,Sim,Aécio Neves,0,NA,Segurança/violência/criminalidade,0,7,1,Ótimo,7,Ótimo,7,1,1,0,5,5,5,6,7,7,1,1,1,0,Muito seguro(a),1,Muito seguro(a),12,Branca,Católica,5,3,Segurança/violência/criminalidade,1,5,5,5,6,0,1,0,0,0,0,1,0,0,2,Gestão Financ.,1,1,Saúde/hospitais/postos de saúde,5,0,Não deveriam ter o direito de disputar a reeleição,4,Muito surpreso(a),1,1,1,0,0
2570,Santa Maria do Cambucá,2612703,261270305000001,(3) Educação,0,APROVADO COM RESSALVA,66,Nada interessado(a),1,1,1,Sim,Aécio Neves,0,NA,Desemprego/combate ao desemprego,1,7,1,Ótimo,7,Bom,7,1,1,0,4,4,4,7,7,7,1,4,1,0,Muito seguro(a),10,Muito seguro(a),12,Branca,"Nenhuma (Acredita em uma entidade suprema, mas não pertence a religião nenhuma)",10,3,Desemprego/combate ao desemprego,1,4,4,4,7,1,0,0,0,0,0,0,1,0,5,Educação,1,1,Saúde/hospitais/postos de saúde,4,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),0,1,1,1,0
2571,Santa Maria do Cambucá,2612703,261270305000001,(2) Gestão Financeira,0,APROVADO COM RESSALVA,60,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,1,PSB,Desemprego/combate ao desemprego,1,7,1,Ótimo,7,Ótimo,7,1,0,0,1,7,7,7,7,7,1,1,1,0,Muito seguro(a),13,Seguro(a),12,Parda,Católica,5,3,Desemprego/combate ao desemprego,1,1,7,7,7,0,1,0,0,1,0,0,0,0,2,Gestão Financ.,1,1,Educação/escolas/creches,5,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),0,1,1,1,0
2572,Santa Maria do Cambucá,2612703,261270305000001,(1) Controle,0,APROVADO COM RESSALVA,50,Nada interessado(a),1,1,1,Sim,Dilma Rousseff,0,NA,Desemprego/combate ao desemprego,0,7,1,Ótimo,7,Bom,7,1,0,0,4,1,4,7,7,7,1,1,1,0,Muito seguro(a),29,Muito seguro(a),12,Branca,Católica,7,3,Desemprego/combate ao desemprego,1,4,1,4,7,0,0,0,1,0,0,0,0,0,2,Gestão Financ.,1,1,Educação/escolas/creches,5,0,Não deveriam ter o direito de disputar a reeleição,4,Muito surpreso(a),1,1,1,0,0
2573,Santa Maria do Cambucá,2612703,261270305000001,(1) Controle,0,APROVADO COM RESSALVA,44,Interessado(a),1,1,1,Sim,Dilma Rousseff,1,PT,Saneamento básico (água e esgoto),0,7,1,Ótimo,7,Ótimo,7,1,1,1,2,5,6,7,7,7,1,1,1,0,Seguro(a),5,Muito seguro(a),15,Parda,Católica,3,3,Saneamento básico (água e esgoto),1,2,5,6,7,0,0,0,1,1,0,1,1,0,2,Educação,1,1,Saúde/hospitais/postos de saúde,5,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),0,1,1,1,0
2574,Santa Maria do Cambucá,2612703,261270305000001,(1) Controle,0,APROVADO COM RESSALVA,38,Pouco interessado(a),1,1,1,Não,Aécio Neves,1,PSB,Desemprego/combate ao desemprego,1,5,1,Ótimo,6,Bom,6,1,1,0,3,1,3,7,7,7,2,1,1,0,Muito seguro(a),20,Inseguro(a),6,Branca,Católica,5,3,Desemprego/combate ao desemprego,1,3,1,3,7,0,0,0,1,1,1,0,0,1,2,Gestão Financ.,1,1,Saúde/hospitais/postos de saúde,5,0,Não deveriam ter o direito de disputar a reeleição,4,Muito surpreso(a),1,1,1,0,0
2575,Santa Maria do Cambucá,2612703,261270305000001,(2) Gestão Financeira,0,APROVADO COM RESSALVA,20,Interessado(a),1,1,0,Sim,Aécio Neves,1,PSB,Saneamento básico (água e esgoto),1,6,1,Ótimo,7,Bom,7,0,0,0,6,7,7,7,7,7,1,1,1,0,Muito seguro(a),1,Muito seguro(a),7,Parda,Católica,3,3,Saneamento básico (água e esgoto),1,6,7,7,7,0,1,0,0,1,0,0,0,0,2,Gestão Financ.,1,1,Falta de água,5,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),0,1,1,1,0
2576,Santa Maria do Cambucá,2612703,261270305000001,(3) Educação,0,APROVADO COM RESSALVA,31,Pouco interessado(a),1,1,0,Sim,Aécio Neves,0,NA,Segurança/violência/criminalidade,1,6,1,Bom,7,Bom,7,1,0,1,3,1,4,6,7,7,1,2,1,0,Muito seguro(a),153,Muito seguro(a),6,Parda,"Nenhuma (Acredita em uma entidade suprema, mas não pertence a religião nenhuma)",5,3,Segurança/violência/criminalidade,1,3,1,NA,6,1,0,0,0,0,0,0,1,0,3,Educação,1,1,Falta de água,5,0,Não deveriam ter o direito de disputar a reeleição,4,Muito surpreso(a),1,1,1,0,0
2577,Santa Maria do Cambucá,2612703,261270305000002,(1) Controle,0,APROVADO COM RESSALVA,34,Interessado(a),1,1,1,Sim,Dilma Rousseff,0,NA,Falta de água,0,7,1,Bom,7,Bom,6,0,0,1,6,7,4,7,7,7,1,1,1,0,Seguro(a),25,Muito seguro(a),12,Branca,Católica,6,3,Falta de água,1,6,7,NA,7,0,0,0,1,1,1,0,0,0,2,Educação,1,1,Segurança/violência/criminalidade,5,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),0,1,1,1,0
2578,Santa Maria do Cambucá,2612703,261270305000002,(3) Educação,0,APROVADO COM RESSALVA,40,Interessado(a),1,0,1,Sim,Aécio Neves,1,PSB,Segurança/violência/criminalidade,0,7,1,Ótimo,7,Ótimo,7,1,1,1,5,7,7,7,7,7,1,1,1,0,Muito seguro(a),105,Inseguro(a),12,Parda,Católica,8,3,NA,1,5,7,7,7,1,0,0,0,0,0,1,0,0,2,Educação,1,1,Segurança/violência/criminalidade,5,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),0,1,1,1,0
2579,Santa Maria do Cambucá,2612703,261270305000002,(2) Gestão Financeira,0,APROVADO COM RESSALVA,25,Muito interessado(a),1,0,1,Sim,Aécio Neves,1,PSDB,Segurança/violência/criminalidade,0,1,2,Bom,7,Ótimo,7,1,1,0,7,6,6,7,7,7,1,1,1,0,Muito seguro(a),2,Inseguro(a),13,Branca,Católica,6,4,Segurança/violência/criminalidade,2,7,6,6,7,0,1,0,0,0,0,0,1,0,2,Gestão Financ.,1,1,Segurança/violência/criminalidade,5,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),0,1,1,1,0
2580,Santa Maria do Cambucá,2612703,261270305000002,(1) Controle,0,APROVADO COM RESSALVA,35,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,1,PSB,Segurança/violência/criminalidade,1,7,2,Bom,7,Ótimo,7,0,0,1,7,3,4,7,7,7,1,1,1,0,Muito seguro(a),25,Muito seguro(a),5,Parda,Católica,6,3,Segurança/violência/criminalidade,2,7,3,NA,7,0,0,0,1,0,1,0,0,0,2,Gestão Financ.,1,1,Saúde/hospitais/postos de saúde,5,0,Não deveriam ter o direito de disputar a reeleição,4,Muito surpreso(a),1,1,1,0,0
2581,Santa Maria do Cambucá,2612703,261270305000002,(2) Gestão Financeira,0,APROVADO COM RESSALVA,39,Interessado(a),1,0,1,Sim,Aécio Neves,0,NA,Segurança/violência/criminalidade,0,5,1,Ótimo,7,Ótimo,7,1,1,1,4,3,4,7,7,7,1,1,2,0,Seguro(a),77,Seguro(a),12,Branca,Católica,7,3,Segurança/violência/criminalidade,1,4,3,4,7,0,1,0,0,1,0,1,1,0,3,Gestão Financ.,1,1,Falta de água,4,0,Não deveriam ter o direito de disputar a reeleição,4,Muito surpreso(a),1,1,1,0,0
2582,Santa Maria do Cambucá,2612703,261270305000002,(3) Educação,0,APROVADO COM RESSALVA,68,Pouco interessado(a),1,1,0,Não,Aécio Neves,0,NA,Saneamento básico (água e esgoto),0,7,2,Bom,7,Bom,7,0,0,0,5,1,4,6,7,7,1,1,1,0,Seguro(a),41,Seguro(a),2,Parda,Protestante Tradicional ou Evangélica não Pentecostal,5,3,Saneamento básico (água e esgoto),2,5,1,NA,6,1,0,0,0,1,0,0,0,0,2,Educação,1,2,Saúde/hospitais/postos de saúde,4,0,Não deveriam ter o direito de disputar a reeleição,3,Muito surpreso(a),1,1,0,0,0
2583,Santa Maria do Cambucá,2612703,261270305000002,(2) Gestão Financeira,0,APROVADO COM RESSALVA,57,Pouco interessado(a),0,1,0,Não,Aécio Neves,0,NA,Segurança/violência/criminalidade,0,1,2,Bom,7,Bom,7,0,0,0,5,1,4,4,7,7,1,1,1,0,Muito seguro(a),97,Inseguro(a),1,Parda,Católica,4,3,Segurança/violência/criminalidade,2,NA,1,NA,4,0,1,0,0,0,0,0,0,0,2,Gestão Financ.,1,1,Saúde/hospitais/postos de saúde,5,0,Não deveriam ter o direito de disputar a reeleição,4,Muito surpreso(a),1,1,1,0,0
2584,Santa Maria do Cambucá,2612703,261270305000002,(3) Educação,0,APROVADO COM RESSALVA,26,Interessado(a),1,1,1,Sim,Aécio Neves,1,PSB,Saneamento básico (água e esgoto),0,7,1,Ótimo,7,Ótimo,7,1,0,0,6,5,4,7,7,7,1,1,1,0,Muito seguro(a),17,Muito seguro(a),6,Parda,Católica,4,3,Saneamento básico (água e esgoto),1,6,5,NA,7,1,0,0,0,1,0,1,0,0,2,Educação,1,1,Saúde/hospitais/postos de saúde,4,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),0,1,1,1,0
2585,Santa Maria do Cambucá,2612703,261270305000003,(3) Educação,0,APROVADO COM RESSALVA,32,Muito interessado(a),0,1,1,Sim,Dilma Rousseff,1,PSB,Desemprego/combate ao desemprego,1,7,1,Ótimo,7,Ótimo,7,1,0,0,3,1,3,6,7,7,1,1,1,0,Muito seguro(a),21,Muito seguro(a),14,Parda,Protestante Tradicional ou Evangélica não Pentecostal,8,3,Desemprego/combate ao desemprego,1,3,1,3,6,1,0,0,0,1,0,1,0,0,2,Educação,1,1,Saúde/hospitais/postos de saúde,5,0,Não deveriam ter o direito de disputar a reeleição,3,Muito surpreso(a),1,1,1,0,0
2586,Santa Maria do Cambucá,2612703,261270305000003,(2) Gestão Financeira,0,APROVADO COM RESSALVA,29,Muito interessado(a),1,1,1,Sim,Dilma Rousseff,1,PT,Segurança/violência/criminalidade,1,3,4,Ruim,7,Ótimo,7,1,0,0,5,5,5,2,7,7,4,2,1,0,Muito seguro(a),9,Muito seguro(a),16,Parda,Católica,7,3,Segurança/violência/criminalidade,4,5,5,5,2,0,1,0,0,0,0,1,1,0,3,Gestão Financ.,1,2,Saúde/hospitais/postos de saúde,2,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,1,0,1,0
2587,Santa Maria do Cambucá,2612703,261270305000003,(3) Educação,0,APROVADO COM RESSALVA,43,Interessado(a),1,1,0,Sim,Dilma Rousseff,1,PSB,Desemprego/combate ao desemprego,0,7,1,Bom,7,Bom,7,0,0,1,7,1,7,7,7,7,1,1,1,0,Seguro(a),21,Muito seguro(a),7,Parda,Católica,4,3,Desemprego/combate ao desemprego,1,7,NA,NA,7,1,0,0,0,1,0,0,1,0,2,Educação,1,1,Falta de água,5,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,1,1,1,0
2588,Santa Maria do Cambucá,2612703,261270305000003,(1) Controle,0,APROVADO COM RESSALVA,18,Pouco interessado(a),0,1,1,Sim,Dilma Rousseff,0,NA,Segurança/violência/criminalidade,0,1,1,Bom,7,Bom,7,0,0,0,2,1,7,4,7,7,1,1,1,0,Seguro(a),21,Muito seguro(a),11,Branca,Católica,6,3,Segurança/violência/criminalidade,1,2,1,NA,4,0,0,0,1,0,0,1,0,0,2,Gestão Financ.,1,1,Segurança/violência/criminalidade,5,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),0,1,1,1,0
2589,Santa Maria do Cambucá,2612703,261270305000003,(1) Controle,0,APROVADO COM RESSALVA,72,Interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Falta de água,0,2,2,Bom,7,Bom,7,0,0,0,4,6,7,6,7,7,1,1,1,0,Inseguro(a),90,Inseguro(a),0,Parda,Católica,3,3,Falta de água,2,4,6,NA,6,0,0,0,1,0,1,0,0,0,2,Gestão Financ.,1,1,Saúde/hospitais/postos de saúde,5,0,Não deveriam ter o direito de disputar a reeleição,4,Muito surpreso(a),1,1,1,0,0
2590,Santa Maria do Cambucá,2612703,261270305000003,(3) Educação,0,APROVADO COM RESSALVA,49,Interessado(a),1,1,0,Sim,Aécio Neves,0,NA,Falta de água,0,6,2,Bom,7,Bom,7,1,0,1,2,3,7,7,7,7,1,1,1,0,Muito seguro(a),2,Seguro(a),8,Parda,Católica,5,3,Falta de água,2,2,3,7,7,1,0,0,0,0,0,0,0,0,2,Educação,1,1,Falta de água,5,1,Não deveriam ter o direito de disputar a reeleição,2,Muito surpreso(a),1,1,1,0,0
2591,Santa Maria do Cambucá,2612703,261270305000003,(1) Controle,0,APROVADO COM RESSALVA,71,Interessado(a),1,1,1,Sim,Aécio Neves,1,PSB,Segurança/violência/criminalidade,0,7,2,Bom,5,Bom,7,1,1,0,2,4,7,7,7,7,1,1,1,0,Seguro(a),37,Inseguro(a),0,Branca,Católica,4,3,Segurança/violência/criminalidade,2,NA,4,NA,7,0,0,0,1,1,0,0,0,0,2,Educação,1,1,Saúde/hospitais/postos de saúde,5,0,Não deveriam ter o direito de disputar a reeleição,4,Muito surpreso(a),1,1,1,0,0
2592,Santa Maria do Cambucá,2612703,261270305000003,(2) Gestão Financeira,0,APROVADO COM RESSALVA,27,Pouco interessado(a),1,1,1,Sim,Dilma Rousseff,1,PSB,Falta de água,0,7,2,Bom,7,Bom,7,1,1,0,7,7,7,7,7,7,1,1,1,0,Seguro(a),1,Seguro(a),16,Branca,Católica,4,3,Falta de água,2,7,7,7,7,0,1,0,0,1,0,0,1,0,2,Gestão Financ.,1,1,Falta de água,5,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),0,1,1,1,0
2593,Santa Maria do Cambucá,2612703,261270305000021,(2) Gestão Financeira,0,APROVADO COM RESSALVA,35,Nada interessado(a),1,1,1,Sim,Dilma Rousseff,0,NA,Saneamento básico (água e esgoto),0,7,5,Ótimo,7,Ótimo,7,1,0,0,1,3,7,2,7,7,2,1,1,0,Muito seguro(a),29,Muito seguro(a),8,Branca,"Nenhuma (Acredita em uma entidade suprema, mas não pertence a religião nenhuma)",2,3,Saneamento básico (água e esgoto),5,1,3,7,2,0,1,0,0,0,1,0,1,0,2,Gestão Financ.,1,2,Saúde/hospitais/postos de saúde,1,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,1,0,1,0
2594,Santa Maria do Cambucá,2612703,261270305000021,(1) Controle,0,APROVADO COM RESSALVA,37,Pouco interessado(a),1,1,1,Sim,Aécio Neves,0,NA,Saneamento básico (água e esgoto),0,7,2,Bom,7,Bom,7,0,0,1,7,1,3,7,7,7,2,1,2,0,Muito seguro(a),141,Muito inseguro(a),0,Parda,Católica,3,3,Saneamento básico (água e esgoto),2,7,1,3,7,0,0,0,1,0,0,0,0,0,3,Educação,1,1,Falta de água,5,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),0,1,1,1,0
2595,Santa Maria do Cambucá,2612703,261270305000021,(3) Educação,0,APROVADO COM RESSALVA,28,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Desemprego/combate ao desemprego,1,3,3,Regular,6,Regular,3,0,0,0,4,6,3,1,7,7,4,4,1,1,Muito seguro(a),29,Inseguro(a),4,Parda,Católica,3,1,Desemprego/combate ao desemprego,3,4,6,3,1,1,0,0,0,1,1,0,0,0,5,Educação,1,2,Saúde/hospitais/postos de saúde,4,0,Não deveriam ter o direito de disputar a reeleição,3,Não ficaria surpreso(a) de jeito nenhum,1,1,0,0,0
2596,Santa Maria do Cambucá,2612703,261270305000021,(2) Gestão Financeira,0,APROVADO COM RESSALVA,46,Interessado(a),1,1,1,Sim,Dilma Rousseff,1,PSB,Saneamento básico (água e esgoto),0,7,3,Bom,7,Ótimo,4,1,0,1,2,1,3,1,7,7,1,1,1,0,Muito seguro(a),29,Muito seguro(a),4,Parda,Protestante Tradicional ou Evangélica não Pentecostal,5,3,Saneamento básico (água e esgoto),3,2,1,NA,1,0,1,0,0,1,1,0,0,0,2,Gestão Financ.,1,2,Saúde/hospitais/postos de saúde,4,1,Não deveriam ter o direito de disputar a reeleição,2,Muito surpreso(a),1,1,0,0,0
2597,Santa Maria do Cambucá,2612703,261270305000021,(1) Controle,0,APROVADO COM RESSALVA,74,Pouco interessado(a),1,1,0,Sim,Aécio Neves,0,NA,Falta de água,0,7,2,Bom,7,Ótimo,7,0,0,0,7,1,3,7,7,7,1,1,1,0,Muito seguro(a),29,Muito seguro(a),0,Parda,Católica,5,3,Falta de água,2,7,NA,NA,7,0,0,0,1,1,0,0,0,0,2,Gestão Financ.,1,1,Saúde/hospitais/postos de saúde,5,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),0,1,1,1,0
2598,Santa Maria do Cambucá,2612703,261270305000021,(2) Gestão Financeira,0,APROVADO COM RESSALVA,53,Pouco interessado(a),1,1,0,Sim,Aécio Neves,1,PSB,Falta de água,1,7,2,Bom,7,Bom,7,1,0,0,7,3,5,7,7,7,1,1,1,0,Muito seguro(a),29,Muito seguro(a),0,Parda,Católica,2,2,Falta de água,2,7,3,5,7,0,1,0,0,0,0,0,1,0,2,Gestão Financ.,1,1,Desemprego/combate ao desemprego,5,0,Não deveriam ter o direito de disputar a reeleição,4,Muito surpreso(a),1,1,1,0,0
2599,Santa Maria do Cambucá,2612703,261270305000021,(1) Controle,0,APROVADO COM RESSALVA,20,Pouco interessado(a),1,1,0,Sim,Aécio Neves,0,NA,Falta de água,0,4,3,Regular,7,Regular,7,0,0,0,5,4,3,5,7,7,1,1,1,0,Muito seguro(a),53,Inseguro(a),12,Parda,Católica,3,3,Falta de água,3,5,4,NA,5,0,0,0,1,1,0,1,0,0,2,Gestão Financ.,1,1,Saúde/hospitais/postos de saúde,5,1,Não deveriam ter o direito de disputar a reeleição,2,Muito surpreso(a),1,1,1,0,0
2600,Santa Maria do Cambucá,2612703,261270305000021,(3) Educação,0,APROVADO COM RESSALVA,24,Interessado(a),1,1,1,Sim,Dilma Rousseff,0,NA,Saneamento básico (água e esgoto),0,1,4,Regular,7,Ruim,7,0,0,0,5,5,3,6,7,7,4,1,1,0,Muito seguro(a),125,Muito seguro(a),5,Parda,Católica,3,3,Saneamento básico (água e esgoto),4,5,5,NA,6,1,0,0,0,0,0,0,0,0,2,Educação,1,1,Saúde/hospitais/postos de saúde,5,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),0,1,1,1,0
2601,Santa Maria do Cambucá,2612703,261270305000022,(2) Gestão Financeira,0,APROVADO COM RESSALVA,69,Nada interessado(a),1,1,1,Sim,Dilma Rousseff,0,NA,Saneamento básico (água e esgoto),1,6,2,Bom,7,Bom,7,0,0,0,5,6,3,7,7,7,1,1,1,0,Muito seguro(a),29,Muito seguro(a),3,Parda,Católica,5,3,Saneamento básico (água e esgoto),2,5,6,NA,NA,0,1,0,0,1,1,0,0,0,2,Gestão Financ.,1,1,Falta de água,5,NA,Não deveriam ter o direito de disputar a reeleição,NA,Muito surpreso(a),1,1,1,NA,0
2602,Santa Maria do Cambucá,2612703,261270305000022,(3) Educação,0,APROVADO COM RESSALVA,19,Interessado(a),0,1,1,Não,Dilma Rousseff,0,NA,Segurança/violência/criminalidade,0,7,2,Bom,7,Ótimo,7,0,0,0,2,6,3,7,7,7,3,2,1,0,Seguro(a),33,Inseguro(a),12,Branca,Católica,6,3,Segurança/violência/criminalidade,2,2,6,NA,7,1,0,0,0,1,0,1,0,0,3,Educação,1,1,Educação/escolas/creches,5,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),1,1,1,1,0
2603,Santa Maria do Cambucá,2612703,261270305000022,(3) Educação,0,APROVADO COM RESSALVA,31,Pouco interessado(a),1,1,1,Sim,Aécio Neves,1,PSB,Saúde/hospitais/postos de saúde,1,7,1,Bom,7,Ótimo,7,1,0,1,5,3,3,7,7,7,1,1,1,0,Inseguro(a),93,Inseguro(a),12,Parda,Católica,4,4,Saúde/hospitais/postos de saúde,1,5,3,3,7,1,0,0,0,1,0,1,0,0,2,Educação,1,1,Falta de água,5,0,Não deveriam ter o direito de disputar a reeleição,4,Muito surpreso(a),1,1,1,0,0
2604,Santa Maria do Cambucá,2612703,261270305000022,(3) Educação,0,APROVADO COM RESSALVA,61,Interessado(a),1,0,0,Sim,Dilma Rousseff,1,PSB,Saúde/hospitais/postos de saúde,0,7,2,Bom,7,Bom,7,1,0,0,7,7,3,7,7,7,1,1,1,0,Muito seguro(a),57,Seguro(a),0,Parda,Católica,4,3,NA,2,7,7,NA,7,1,0,0,0,0,1,0,0,0,2,Educação,1,1,Saúde/hospitais/postos de saúde,5,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),0,1,1,1,0
2605,Santa Maria do Cambucá,2612703,261270305000022,(1) Controle,0,APROVADO COM RESSALVA,30,Pouco interessado(a),1,1,1,Sim,Dilma Rousseff,1,PSB,Saúde/hospitais/postos de saúde,1,5,2,Bom,7,Bom,7,1,0,1,3,4,4,5,7,7,2,4,1,0,Inseguro(a),25,Muito seguro(a),12,Branca,Católica,5,3,Saúde/hospitais/postos de saúde,2,3,4,4,5,0,0,0,1,0,0,1,1,0,5,Educação,0,Branco/Nulo,Segurança/violência/criminalidade,NA,1,Não deveriam ter o direito de disputar a reeleição,1,NS/NR,0,0,0,1,0
2606,Santa Maria do Cambucá,2612703,261270305000022,(2) Gestão Financeira,0,APROVADO COM RESSALVA,42,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,1,PSB,Crise econômica,0,7,1,Bom,7,Ótimo,7,1,0,0,5,5,7,7,7,7,1,1,1,0,Muito seguro(a),20,Muito seguro(a),8,Parda,Católica,4,3,Crise econômica,1,5,5,7,7,0,1,0,0,0,1,0,0,0,2,Gestão Financ.,0,Branco/Nulo,Falta de água,NA,1,Não deveriam ter o direito de disputar a reeleição,1,NS/NR,0,0,0,1,0
2607,Santa Maria do Cambucá,2612703,261270305000022,(1) Controle,0,APROVADO COM RESSALVA,20,Pouco interessado(a),1,0,1,Sim,Aécio Neves,1,PSB,Crise econômica,0,5,1,Ótimo,6,Ótimo,6,1,0,0,5,5,5,6,7,7,1,1,1,0,Muito seguro(a),35,Seguro(a),12,Branca,Católica,8,3,Crise econômica,1,5,5,5,6,0,0,0,1,0,0,0,1,0,2,Gestão Financ.,1,1,Educação/escolas/creches,5,0,Não deveriam ter o direito de disputar a reeleição,3,Muito surpreso(a),1,1,1,0,0
